,,,
Fixed mmHg,Peeks,Peak cuff,Peak Ampl
85.375,,,
85.437,,,
85.457,,,
85.499,,,
85.561,,,
85.581,,,
85.664,,,
85.684,,,
85.746,,,
85.808,,,
85.829,,,
85.87,,,
85.911,,,
85.973,,,
85.994,,,
86.035,,,
86.097,,,
86.118,,,
86.138,,,
86.2,,,
86.2,,,
86.262,,,
86.283,,,
86.283,,,
86.324,,,
86.324,,,
86.303,,,
86.407,,,
86.365,,,
86.386,,,
86.448,,,
86.407,,,
86.489,,,
86.51,,,
86.53,,,
86.551,,,
86.51,86.57155556,84.2919085,
86.613,,,
86.633,,,
86.654,,,
86.654,,,
86.654,,,
86.613,,,
86.613,,,
86.572,,,
86.489,,,
86.489,,,
86.427,,,
86.345,,,
86.365,,,
86.386,,,
86.303,,,
86.324,,,
86.283,,,
86.303,,,
86.241,,,
86.283,,,
86.241,,,
86.159,,,
86.159,,,
86.138,,,
86.056,,,
86.035,,,
85.911,,,
85.705,,,
85.581,,,
85.416,,,
85.251,,,
85.148,,,
84.983,,,
84.9,,,
84.756,,,
84.653,,,
84.632,,,
84.57,,,
84.55,,,
84.55,,,
84.591,,,
84.55,,,
84.57,,,
84.653,,,
84.632,,,
84.673,,,
84.653,,,
84.632,,,
84.673,,,
84.715,,,
84.735,,,
84.715,,,
84.756,,,
84.838,,,
84.756,,,
84.88,,,
84.9,,,
84.9,,,
84.942,,,
84.921,,,
85.003,,,
85.003,,,
85.045,,,
85.065,,,
85.086,,,
85.086,,,
85.127,,,
85.127,,,
85.169,,,
85.189,,,
85.21,,,
85.21,,,
85.292,,,
85.313,,,
85.251,,,
85.334,,,
85.395,,,
85.416,,,
85.457,,,
85.457,,,
85.478,,,
85.499,,,
85.622,,,
85.622,,,
85.664,,,
85.726,,,
85.705,,,
85.787,,,
85.787,,,
85.829,,,
85.829,,,
85.911,,,
85.973,,,
86.014,,,
86.035,,,
86.097,,,
86.159,,,
86.138,,,
86.241,,,
86.241,,,
86.283,,,
86.303,,,
86.407,,,
86.407,,,
86.427,,,
86.489,,,
86.51,,,
86.654,,,
86.633,,,
86.737,,,
86.757,,,
86.757,,,
86.819,,,
86.84,,,
86.902,,,
86.902,,,
86.943,,,
87.067,,,
87.067,,,
87.149,,,
87.149,,,
87.149,,,
87.191,,,
87.232,,,
87.252,,,
87.232,,,
87.232,,,
87.252,,,
87.314,,,
87.335,,,
87.335,,,
87.335,,,
87.376,,,
87.418,,,
87.397,,,
87.459,87.44511111,85.21408254,
87.521,,,
87.5,,,
87.5,,,
87.5,,,
87.521,,,
87.5,,,
87.5,,,
87.459,,,
87.459,,,
87.459,,,
87.397,,,
87.356,,,
87.335,,,
87.314,,,
87.273,,,
87.273,,,
87.294,,,
87.232,,,
87.273,,,
87.232,,,
87.232,,,
87.191,,,
87.232,,,
87.17,,,
87.149,,,
87.108,,,
87.067,,,
86.943,,,
86.902,,,
86.716,,,
86.572,,,
86.365,,,
86.241,,,
86.097,,,
85.953,,,
85.829,,,
85.705,,,
85.622,,,
85.54,,,
85.499,,,
85.519,,,
85.478,,,
85.478,,,
85.499,,,
85.478,,,
85.519,,,
85.519,,,
85.581,,,
85.519,,,
85.54,,,
85.54,,,
85.561,,,
85.54,,,
85.643,,,
85.684,,,
85.664,,,
85.705,,,
85.705,,,
85.705,,,
85.705,,,
85.684,,,
85.746,,,
85.808,,,
85.829,,,
85.829,,,
85.849,,,
85.87,,,
85.87,,,
85.953,,,
85.973,,,
85.973,,,
86.035,,,
86.035,,,
86.035,,,
86.076,,,
86.076,,,
86.118,,,
86.118,,,
86.18,,,
86.2,,,
86.221,,,
86.241,,,
86.303,,,
86.365,,,
86.365,,,
86.386,,,
86.448,,,
86.489,,,
86.489,,,
86.489,,,
86.572,,,
86.633,,,
86.675,,,
86.695,,,
86.799,,,
86.799,,,
86.819,,,
86.902,,,
86.902,,,
86.922,,,
87.026,,,
87.026,,,
87.067,,,
87.149,,,
87.211,,,
87.232,,,
87.314,,,
87.356,,,
87.479,,,
87.479,,,
87.459,,,
87.562,,,
87.562,,,
87.665,,,
87.624,,,
87.748,,,
87.789,,,
87.81,,,
87.892,,,
87.892,,,
87.933,,,
87.995,,,
87.954,,,
88.016,,,
88.078,,,
88.098,,,
88.098,,,
88.14,,,
88.181,,,
88.222,,,
88.243,,,
88.284,,,
88.243,,,
88.243,,,
88.264,,,
88.326,,,
88.326,,,
88.387,,,
88.387,,,
88.387,,,
88.387,88.40111111,86.19534752,
88.429,,,
88.429,,,
88.449,,,
88.429,,,
88.408,,,
88.47,,,
88.47,,,
88.449,,,
88.387,,,
88.387,,,
88.346,,,
88.387,,,
88.305,,,
88.326,,,
88.284,,,
88.305,,,
88.305,,,
88.222,,,
88.284,,,
88.264,,,
88.264,,,
88.222,,,
88.243,,,
88.202,,,
88.222,,,
88.202,,,
88.181,,,
88.16,,,
88.098,,,
87.995,,,
87.81,,,
87.686,,,
87.521,,,
87.397,,,
87.211,,,
87.067,,,
86.943,,,
86.819,,,
86.757,,,
86.633,,,
86.551,,,
86.489,,,
86.489,,,
86.51,,,
86.489,,,
86.489,,,
86.489,,,
86.572,,,
86.551,,,
86.551,,,
86.633,,,
86.572,,,
86.613,,,
86.613,,,
86.654,,,
86.654,,,
86.695,,,
86.695,,,
86.716,,,
86.716,,,
86.695,,,
86.778,,,
86.778,,,
86.778,,,
86.778,,,
86.86,,,
86.84,,,
86.84,,,
86.86,,,
86.922,,,
86.902,,,
86.922,,,
86.943,,,
86.922,,,
87.026,,,
87.005,,,
87.005,,,
87.067,,,
87.067,,,
87.087,,,
87.149,,,
87.191,,,
87.211,,,
87.191,,,
87.314,,,
87.335,,,
87.314,,,
87.418,,,
87.418,,,
87.479,,,
87.521,,,
87.562,,,
87.562,,,
87.603,,,
87.686,,,
87.665,,,
87.727,,,
87.789,,,
87.789,,,
87.851,,,
87.892,,,
87.933,,,
88.016,,,
88.016,,,
88.098,,,
88.14,,,
88.16,,,
88.222,,,
88.264,,,
88.264,,,
88.305,,,
88.387,,,
88.387,,,
88.449,,,
88.511,,,
88.552,,,
88.573,,,
88.656,,,
88.635,,,
88.676,,,
88.718,,,
88.697,,,
88.821,,,
88.821,,,
88.821,,,
88.883,,,
88.924,,,
88.924,,,
88.965,,,
88.965,,,
89.006,,,
88.965,,,
89.027,,,
89.048,,,
89.027,,,
89.027,,,
89.048,,,
89.068,,,
89.089,,,
89.089,,,
89.089,,,
89.151,,,
89.151,,,
89.172,,,
89.172,,,
89.254,,,
89.254,,,
89.295,89.25866667,87.30591781,
89.275,,,
89.316,,,
89.295,,,
89.295,,,
89.295,,,
89.254,,,
89.337,,,
89.295,,,
89.316,,,
89.316,,,
89.275,,,
89.337,,,
89.295,,,
89.295,,,
89.275,,,
89.295,,,
89.295,,,
89.316,,,
89.295,,,
89.275,,,
89.254,,,
89.11,,,
88.986,,,
88.8,,,
88.656,,,
88.511,,,
88.305,,,
88.181,,,
88.057,,,
87.975,,,
87.81,,,
87.768,,,
87.727,,,
87.645,,,
87.603,,,
87.603,,,
87.583,,,
87.603,,,
87.624,,,
87.603,,,
87.603,,,
87.624,,,
87.624,,,
87.603,,,
87.645,,,
87.645,,,
87.686,,,
87.686,,,
87.686,,,
87.727,,,
87.748,,,
87.748,,,
87.727,,,
87.768,,,
87.748,,,
87.83,,,
87.83,,,
87.83,,,
87.892,,,
87.871,,,
87.975,,,
87.933,,,
87.954,,,
87.892,,,
87.975,,,
87.995,,,
87.995,,,
87.954,,,
87.995,,,
88.016,,,
88.037,,,
88.037,,,
88.098,,,
88.098,,,
88.119,,,
88.181,,,
88.222,,,
88.181,,,
88.243,,,
88.264,,,
88.305,,,
88.346,,,
88.326,,,
88.408,,,
88.449,,,
88.429,,,
88.47,,,
88.47,,,
88.532,,,
88.552,,,
88.552,,,
88.614,,,
88.676,,,
88.676,,,
88.759,,,
88.821,,,
88.841,,,
88.883,,,
88.903,,,
88.965,,,
89.027,,,
89.027,,,
89.089,,,
89.13,,,
89.151,,,
89.213,,,
89.213,,,
89.295,,,
89.337,,,
89.399,,,
89.378,,,
89.399,,,
89.419,,,
89.44,,,
89.522,,,
89.502,,,
89.543,,,
89.543,,,
89.543,,,
89.584,,,
89.667,,,
89.626,,,
89.646,,,
89.708,,,
89.687,,,
89.749,,,
89.729,,,
89.687,,,
89.791,,,
89.791,,,
89.811,,,
89.914,,,
89.894,,,
89.956,,,
89.976,,,
90.121,,,
90.121,,,
90.162,,,
90.141,,,
90.162,,,
90.162,,,
90.224,,,
90.183,,,
90.286,,,
90.245,,,
90.245,,,
90.286,,,
90.224,,,
90.265,90.29055556,88.49909867,
90.327,,,
90.348,,,
90.348,,,
90.327,,,
90.389,,,
90.348,,,
90.368,,,
90.368,,,
90.389,,,
90.327,,,
90.245,,,
90.183,,,
90.038,,,
89.914,,,
89.749,,,
89.646,,,
89.46,,,
89.337,,,
89.172,,,
89.089,,,
89.006,,,
88.883,,,
88.821,,,
88.759,,,
88.738,,,
88.718,,,
88.718,,,
88.697,,,
88.718,,,
88.718,,,
88.718,,,
88.779,,,
88.8,,,
88.821,,,
88.8,,,
88.841,,,
88.862,,,
88.841,,,
88.862,,,
88.924,,,
88.883,,,
88.924,,,
88.924,,,
88.965,88.94677778,88.91705556,
88.965,,,
89.006,,,
88.965,,,
88.965,,,
89.006,,,
89.048,,,
89.048,,,
89.027,,,
89.006,,,
89.027,,,
89.068,,,
89.089,,,
89.11,,,
89.089,,,
89.13,,,
89.089,,,
89.13,,,
89.13,,,
89.13,,,
89.213,,,
89.213,,,
89.192,,,
89.254,,,
89.295,,,
89.275,,,
89.316,,,
89.337,,,
89.378,,,
89.378,,,
89.399,,,
89.44,,,
89.46,,,
89.522,,,
89.543,,,
89.605,,,
89.626,,,
89.646,,,
89.646,,,
89.687,,,
89.729,,,
89.749,,,
89.832,,,
89.811,,,
89.873,,,
89.914,,,
89.935,,,
89.997,,,
90.038,,,
90.1,,,
90.1,,,
90.162,,,
90.141,,,
90.245,,,
90.265,,,
90.265,,,
90.307,,,
90.368,,,
90.368,,,
90.43,,,
90.43,,,
90.451,,,
90.513,,,
90.513,,,
90.492,,,
90.534,,,
90.534,,,
90.534,,,
90.596,,,
90.596,,,
90.657,,,
90.719,,,
90.699,,,
90.699,,,
90.719,,,
90.761,,,
90.781,,,
90.864,,,
90.884,,,
90.926,,,
90.967,,,
90.988,,,
91.029,,,
91.111,,,
91.173,,,
91.194,,,
91.194,,,
91.194,,,
91.256,,,
91.277,,,
91.256,,,
91.277,,,
91.318,,,
91.359,,,
91.359,,,
91.338,,,
91.421,91.39566667,89.72140741,
91.442,,,
91.4,,,
91.462,,,
91.462,,,
91.483,,,
91.483,,,
91.483,,,
91.421,,,
91.359,,,
91.173,,,
91.07,,,
90.926,,,
90.781,,,
90.616,,,
90.554,,,
90.41,,,
90.307,,,
90.224,,,
90.121,,,
89.976,,,
89.997,,,
89.914,,,
89.914,,,
89.914,,,
89.873,,,
89.956,,,
89.873,,,
89.935,,,
89.935,,,
89.956,,,
89.956,,,
89.976,,,
89.976,,,
90.059,,,
89.976,,,
90.038,,,
90.059,,,
90.018,,,
90.038,,,
90.059,,,
90.121,,,
90.162,,,
90.141,,,
90.162,,,
90.162,,,
90.183,90.17111111,90.15839683,
90.162,,,
90.162,,,
90.203,,,
90.203,,,
90.265,,,
90.245,,,
90.203,90.25144444,90.24915873,
90.286,,,
90.286,,,
90.286,,,
90.286,,,
90.307,,,
90.286,,,
90.348,,,
90.327,,,
90.348,,,
90.389,,,
90.348,,,
90.348,,,
90.41,,,
90.41,,,
90.451,,,
90.472,,,
90.472,,,
90.472,,,
90.492,,,
90.492,,,
90.492,,,
90.513,,,
90.554,,,
90.534,,,
90.657,,,
90.596,,,
90.657,,,
90.678,,,
90.657,,,
90.719,,,
90.74,,,
90.802,,,
90.864,,,
90.843,,,
90.905,,,
90.946,,,
90.967,,,
91.07,,,
91.111,,,
91.153,,,
91.173,,,
91.235,,,
91.297,,,
91.359,,,
91.359,,,
91.38,,,
91.4,,,
91.462,,,
91.462,,,
91.504,,,
91.524,,,
91.586,,,
91.565,,,
91.627,,,
91.669,,,
91.689,,,
91.731,,,
91.689,,,
91.772,,,
91.772,,,
91.751,,,
91.834,,,
91.813,,,
91.875,,,
91.958,,,
91.937,,,
91.978,,,
92.02,,,
92.02,,,
92.102,,,
92.143,,,
92.143,,,
92.246,,,
92.267,,,
92.329,,,
92.391,,,
92.412,,,
92.391,,,
92.474,,,
92.515,,,
92.494,,,
92.515,,,
92.535,,,
92.597,,,
92.556,,,
92.577,,,
92.597,,,
92.597,,,
92.577,,,
92.639,92.641,90.93418825,
92.659,,,
92.701,,,
92.742,,,
92.68,,,
92.742,,,
92.742,,,
92.68,,,
92.639,,,
92.618,,,
92.474,,,
92.308,,,
92.185,,,
92.061,,,
91.937,,,
91.792,,,
91.607,,,
91.565,,,
91.421,,,
91.338,,,
91.194,,,
91.194,,,
91.132,,,
91.111,,,
91.111,,,
91.07,,,
91.091,,,
91.132,,,
91.111,,,
91.091,,,
91.153,,,
91.173,,,
91.194,,,
91.194,,,
91.132,,,
91.194,,,
91.194,,,
91.194,,,
91.194,,,
91.215,,,
91.256,,,
91.277,,,
91.235,,,
91.318,,,
91.318,,,
91.318,,,
91.338,,,
91.359,,,
91.359,,,
91.359,,,
91.4,91.39344444,91.36201984,
91.442,,,
91.442,,,
91.421,,,
91.421,,,
91.442,,,
91.462,,,
91.462,,,
91.483,,,
91.483,,,
91.504,,,
91.504,,,
91.524,,,
91.545,,,
91.504,,,
91.524,,,
91.545,,,
91.565,,,
91.607,,,
91.565,,,
91.607,,,
91.627,,,
91.669,,,
91.627,,,
91.669,,,
91.689,,,
91.689,,,
91.731,,,
91.792,,,
91.731,,,
91.772,,,
91.813,,,
91.834,,,
91.834,,,
91.875,,,
91.916,,,
91.937,,,
92.02,,,
92.061,,,
92.04,,,
92.102,,,
92.164,,,
92.185,,,
92.226,,,
92.288,,,
92.35,,,
92.391,,,
92.37,,,
92.494,,,
92.494,,,
92.515,,,
92.535,,,
92.597,,,
92.639,,,
92.68,,,
92.701,,,
92.762,,,
92.762,,,
92.804,,,
92.845,,,
92.866,,,
92.928,,,
92.969,,,
92.969,,,
93.01,,,
93.01,,,
93.031,,,
93.072,,,
93.134,,,
93.093,,,
93.134,,,
93.175,,,
93.196,,,
93.278,,,
93.32,,,
93.361,,,
93.34,,,
93.444,,,
93.485,,,
93.547,,,
93.588,,,
93.609,,,
93.609,,,
93.691,,,
93.671,,,
93.753,,,
93.774,,,
93.753,,,
93.795,,,
93.795,,,
93.795,,,
93.795,,,
93.815,,,
93.898,,,
93.856,,,
93.877,93.884,92.19844543,
93.939,,,
93.898,,,
93.96,,,
93.918,,,
94.042,,,
94.042,,,
93.96,,,
93.939,,,
93.815,,,
93.733,,,
93.629,,,
93.464,,,
93.382,,,
93.258,,,
93.093,,,
92.928,,,
92.845,,,
92.742,,,
92.618,,,
92.597,,,
92.432,,,
92.391,,,
92.35,,,
92.35,,,
92.391,,,
92.412,,,
92.391,,,
92.412,,,
92.412,,,
92.432,,,
92.453,,,
92.453,,,
92.474,,,
92.453,92.48266667,92.48122222,
92.515,,,
92.535,,,
92.494,92.51711111,92.51785185,
92.535,,,
92.577,,,
92.515,,,
92.556,,,
92.556,,,
92.597,,,
92.577,,,
92.639,,,
92.639,,,
92.639,,,
92.68,,,
92.701,,,
92.68,,,
92.721,,,
92.742,,,
92.68,,,
92.762,,,
92.762,92.75322222,92.75377778,
92.804,,,
92.742,,,
92.762,92.79677778,92.78803704,
92.804,,,
92.845,,,
92.845,,,
92.845,,,
92.845,,,
92.845,,,
92.886,,,
92.886,,,
92.866,,,
92.866,,,
92.886,,,
92.928,,,
92.969,,,
92.907,,,
92.948,,,
93.01,,,
92.989,,,
92.989,,,
93.051,,,
93.031,,,
93.072,,,
93.051,,,
93.072,,,
93.051,,,
93.093,,,
93.155,,,
93.155,,,
93.175,,,
93.217,,,
93.217,,,
93.258,,,
93.32,,,
93.34,,,
93.361,,,
93.382,,,
93.464,,,
93.506,,,
93.485,,,
93.547,,,
93.588,,,
93.588,,,
93.629,,,
93.753,,,
93.733,,,
93.774,,,
93.795,,,
93.877,,,
93.877,,,
93.918,,,
93.96,,,
94.001,,,
94.001,,,
94.104,,,
94.083,,,
94.063,,,
94.125,,,
94.166,,,
94.166,,,
94.187,,,
94.187,,,
94.269,,,
94.29,,,
94.29,,,
94.331,,,
94.455,,,
94.434,,,
94.538,,,
94.579,,,
94.641,,,
94.641,,,
94.661,,,
94.744,,,
94.826,,,
94.868,,,
94.909,,,
94.93,,,
94.971,,,
94.95,,,
94.95,,,
95.033,,,
95.033,,,
95.033,,,
95.054,,,
95.115,,,
95.177,,,
95.177,,,
95.198,95.19577778,93.54192523,
95.219,,,
95.281,,,
95.26,,,
95.281,,,
95.322,,,
95.322,,,
95.239,,,
95.177,,,
95.136,,,
94.971,,,
94.868,,,
94.765,,,
94.599,,,
94.476,,,
94.331,,,
94.207,,,
94.104,,,
94.042,,,
93.918,,,
93.877,,,
93.753,,,
93.753,,,
93.753,,,
93.753,,,
93.753,,,
93.795,,,
93.753,,,
93.774,,,
93.795,,,
93.774,,,
93.774,,,
93.836,,,
93.815,,,
93.836,,,
93.836,,,
93.877,,,
93.918,,,
93.918,,,
93.918,,,
93.939,,,
93.939,,,
93.96,,,
93.939,,,
93.98,,,
93.98,,,
94.022,,,
94.083,,,
94.042,,,
94.042,,,
94.083,,,
94.083,,,
94.104,,,
94.104,,,
94.145,,,
94.125,,,
94.166,94.16144444,94.12507302,
94.166,,,
94.228,,,
94.187,,,
94.228,,,
94.166,,,
94.207,,,
94.228,,,
94.228,,,
94.228,,,
94.249,,,
94.269,,,
94.29,,,
94.29,,,
94.311,,,
94.311,,,
94.331,,,
94.352,,,
94.372,,,
94.414,,,
94.414,,,
94.372,,,
94.393,,,
94.414,,,
94.476,,,
94.455,,,
94.496,,,
94.434,,,
94.496,,,
94.538,,,
94.579,,,
94.62,,,
94.538,,,
94.641,,,
94.682,,,
94.661,,,
94.744,,,
94.765,,,
94.806,,,
94.847,,,
94.847,,,
94.888,,,
94.93,,,
94.992,,,
94.95,,,
95.033,,,
95.033,,,
95.115,,,
95.115,,,
95.157,,,
95.198,,,
95.239,,,
95.26,,,
95.281,,,
95.26,,,
95.281,,,
95.281,,,
95.343,,,
95.446,,,
95.446,,,
95.446,,,
95.466,,,
95.528,,,
95.59,,,
95.652,,,
95.673,,,
95.693,,,
95.735,,,
95.859,,,
95.879,,,
95.921,,,
96.024,,,
96.024,,,
96.065,,,
96.086,,,
96.127,,,
96.189,,,
96.209,,,
96.23,,,
96.23,,,
96.271,,,
96.333,,,
96.375,,,
96.416,,,
96.457,96.43877778,94.9213766,
96.478,,,
96.499,,,
96.56,,,
96.56,,,
96.54,,,
96.457,,,
96.395,,,
96.313,,,
96.189,,,
96.106,,,
95.982,,,
95.9,,,
95.776,,,
95.693,,,
95.611,,,
95.487,,,
95.384,,,
95.301,,,
95.239,,,
95.177,,,
95.115,,,
95.115,,,
95.115,,,
95.115,,,
95.115,,,
95.115,,,
95.157,,,
95.157,,,
95.157,,,
95.198,,,
95.198,,,
95.198,,,
95.26,,,
95.219,,,
95.239,,,
95.239,,,
95.26,,,
95.26,,,
95.26,,,
95.281,95.28522222,95.28681481,
95.343,,,
95.301,,,
95.301,,,
95.322,,,
95.343,,,
95.405,,,
95.405,,,
95.405,,,
95.425,,,
95.405,,,
95.446,,,
95.446,95.45044444,95.4462381,
95.466,,,
95.487,,,
95.508,,,
95.466,,,
95.528,,,
95.508,,,
95.528,,,
95.549,,,
95.549,,,
95.57,,,
95.59,,,
95.59,,,
95.611,,,
95.673,95.63155556,95.60404,
95.652,,,
95.673,,,
95.632,,,
95.693,,,
95.693,,,
95.714,,,
95.735,,,
95.693,,,
95.735,,,
95.693,,,
95.735,,,
95.735,,,
95.735,,,
95.755,,,
95.755,,,
95.755,,,
95.776,,,
95.838,,,
95.9,,,
95.879,,,
95.859,,,
95.838,,,
95.879,,,
95.9,,,
95.879,,,
95.941,,,
95.962,,,
95.962,,,
96.024,,,
96.024,,,
96.044,,,
96.086,,,
96.148,,,
96.168,,,
96.189,,,
96.271,,,
96.313,,,
96.313,,,
96.354,,,
96.416,,,
96.416,,,
96.437,,,
96.437,,,
96.499,,,
96.54,,,
96.602,,,
96.602,,,
96.581,,,
96.664,,,
96.684,,,
96.767,,,
96.726,,,
96.746,,,
96.808,,,
96.808,,,
96.849,,,
96.891,,,
96.932,,,
96.973,,,
97.035,,,
97.097,,,
97.242,,,
97.262,,,
97.324,,,
97.428,,,
97.448,,,
97.469,,,
97.51,,,
97.531,,,
97.593,,,
97.551,,,
97.655,,,
97.634,,,
97.593,,,
97.655,,,
97.717,,,
97.696,,,
97.758,,,
97.799,,,
97.799,,,
97.84,,,
97.882,97.87711111,96.32826198,
97.923,,,
97.944,,,
97.964,,,
97.985,,,
97.964,,,
97.923,,,
97.923,,,
97.799,,,
97.696,,,
97.551,,,
97.469,,,
97.324,,,
97.2,,,
97.056,,,
96.973,,,
96.849,,,
96.7565,,,
96.664,,,
96.602,,,
96.499,,,
96.478,,,
96.519,,,
96.519,,,
96.478,,,
96.478,,,
96.54,,,
96.54,,,
96.54,,,
96.519,,,
96.519,,,
96.56,,,
96.581,,,
96.643,,,
96.581,,,
96.581,,,
96.643,,,
96.643,,,
96.643,,,
96.643,,,
96.643,,,
96.684,,,
96.684,,,
96.705,,,
96.705,,,
96.726,,,
96.746,,,
96.746,,,
96.767,96.76233333,96.76338889,
96.788,,,
96.767,,,
96.808,,,
96.808,,,
96.808,,,
96.87,,,
96.849,96.84233333,96.847,
96.87,,,
96.87,,,
96.849,,,
96.849,,,
96.911,,,
96.953,,,
96.953,,,
96.994,,,
96.973,,,
96.932,,,
96.973,96.994,96.97970139,
97.015,,,
97.035,,,
97.056,,,
97.015,,,
97.056,,,
97.056,,,
97.056,,,
97.035,,,
97.077,,,
97.097,,,
97.138,,,
97.077,,,
97.2,,,
97.118,,,
97.221,,,
97.138,,,
97.2,,,
97.2,,,
97.242,,,
97.262,,,
97.262,,,
97.242,,,
97.304,,,
97.283,,,
97.304,,,
97.345,,,
97.345,,,
97.345,,,
97.386,,,
97.407,,,
97.428,,,
97.469,,,
97.51,,,
97.593,,,
97.613,,,
97.634,,,
97.675,,,
97.737,,,
97.758,,,
97.82,,,
97.882,,,
97.923,,,
97.944,,,
97.964,,,
98.026,,,
98.109,,,
98.067,,,
98.129,,,
98.15,,,
98.171,,,
98.233,,,
98.253,,,
98.253,,,
98.274,,,
98.315,,,
98.336,,,
98.377,,,
98.398,,,
98.46,,,
98.46,,,
98.522,,,
98.584,,,
98.625,,,
98.645,,,
98.769,,,
98.831,,,
98.873,,,
98.873,,,
98.976,,,
98.996,,,
99.058,,,
99.079,,,
99.079,,,
99.12,,,
99.203,,,
99.182,,,
99.203,,,
99.244,,,
99.327,,,
99.285,,,
99.327,,,
99.368,,,
99.389,,,
99.409,99.40244444,97.79387487,
99.409,,,
99.451,,,
99.492,,,
99.492,,,
99.492,,,
99.492,,,
99.43,,,
99.389,,,
99.244,,,
99.1,,,
99.017,,,
98.893,,,
98.831,,,
98.666,,,
98.522,,,
98.48,,,
98.315,,,
98.274,,,
98.191,,,
98.109,,,
98.067,,,
98.047,,,
97.964,,,
98.006,,,
98.026,,,
98.047,,,
98.047,,,
98.047,,,
98.026,,,
98.088,,,
98.088,,,
98.088,,,
98.109,,,
98.088,,,
98.109,,,
98.171,,,
98.171,,,
98.129,,,
98.15,98.17544444,98.16922222,
98.233,,,
98.171,,,
98.212,,,
98.233,,,
98.253,,,
98.295,,,
98.233,,,
98.233,,,
98.253,,,
98.253,,,
98.274,,,
98.295,,,
98.295,,,
98.356,,,
98.336,,,
98.336,,,
98.418,,,
98.356,,,
98.377,,,
98.439,,,
98.398,,,
98.418,,,
98.48,,,
98.46,,,
98.439,,,
98.46,,,
98.522,,,
98.604,,,
98.522,,,
98.563,,,
98.563,,,
98.584,,,
98.625,98.59511111,98.59066667,
98.645,,,
98.604,,,
98.625,,,
98.625,,,
98.666,,,
98.645,,,
98.666,,,
98.687,,,
98.728,,,
98.769,,,
98.749,,,
98.728,98.75322222,98.75756667,
98.79,,,
98.769,,,
98.79,,,
98.769,,,
98.852,,,
98.811,,,
98.811,,,
98.873,,,
98.811,,,
98.873,,,
98.914,,,
98.935,,,
98.955,,,
98.955,,,
98.976,,,
99.079,,,
98.996,,,
99.058,,,
99.1,,,
99.162,,,
99.182,,,
99.224,,,
99.224,,,
99.285,,,
99.347,,,
99.409,,,
99.471,,,
99.471,,,
99.513,,,
99.513,,,
99.554,,,
99.616,,,
99.575,,,
99.616,,,
99.678,,,
99.698,,,
99.76,,,
99.719,,,
99.781,,,
99.843,,,
99.905,,,
99.987,,,
99.987,,,
99.987,,,
100.07,,,
100.153,,,
100.194,,,
100.256,,,
100.359,,,
100.297,,,
100.4,,,
100.462,,,
100.483,,,
100.504,,,
100.524,,,
100.627,,,
100.648,,,
100.627,,,
100.71,,,
100.731,,,
100.731,,,
100.772,,,
100.813,,,
100.834,,,
100.896,,,
100.896,100.9026667,99.34962812,
100.958,,,
100.978,,,
100.978,,,
100.999,,,
100.999,,,
100.937,,,
100.875,,,
100.751,,,
100.689,,,
100.545,,,
100.442,,,
100.318,,,
100.194,,,
100.111,,,
99.987,,,
99.946,,,
99.781,,,
99.74,,,
99.719,,,
99.616,,,
99.595,,,
99.533,,,
99.554,,,
99.533,,,
99.575,,,
99.575,,,
99.533,,,
99.575,,,
99.616,,,
99.616,,,
99.636,,,
99.657,,,
99.636,,,
99.636,,,
99.657,,,
99.636,,,
99.698,,,
99.719,,,
99.698,,,
99.74,,,
99.74,,,
99.74,,,
99.843,,,
99.802,,,
99.822,,,
99.864,,,
99.864,,,
99.905,,,
99.905,,,
99.884,99.905,99.89695679,
99.926,,,
99.884,,,
99.946,99.93244444,99.93322222,
99.967,,,
99.926,,,
99.967,,,
99.987,,,
100.008,,,
99.987,,,
100.029,,,
100.029,100.0424444,100.0242074,
100.07,,,
100.07,,,
100.091,,,
100.111,,,
100.07,,,
100.091,,,
100.111,,,
100.091,,,
100.111,,,
100.153,,,
100.153,,,
100.153,,,
100.173,,,
100.235,,,
100.215,,,
100.235,,,
100.256,,,
100.256,,,
100.277,,,
100.297,,,
100.277,,,
100.338,,,
100.359,,,
100.359,,,
100.4,,,
100.359,,,
100.359,,,
100.4,,,
100.442,,,
100.483,,,
100.462,,,
100.483,,,
100.504,,,
100.462,,,
100.566,,,
100.566,,,
100.607,,,
100.566,,,
100.71,,,
100.689,,,
100.731,,,
100.793,,,
100.834,,,
100.813,,,
100.834,,,
100.875,,,
100.896,,,
100.958,,,
101.02,,,
100.978,,,
101.02,,,
101.02,,,
101.061,,,
101.102,,,
101.123,,,
101.144,,,
101.144,,,
101.206,,,
101.247,,,
101.35,,,
101.35,,,
101.453,,,
101.474,,,
101.515,,,
101.577,,,
101.639,,,
101.722,,,
101.804,,,
101.846,,,
101.887,,,
101.949,,,
101.928,,,
101.99,,,
102.031,,,
102.031,,,
102.052,,,
102.114,,,
102.155,,,
102.217,,,
102.217,,,
102.238,,,
102.259,,,
102.341,,,
102.341,102.348,100.8780329,
102.382,,,
102.444,,,
102.486,,,
102.424,,,
102.382,,,
102.382,,,
102.3,,,
102.197,,,
102.155,,,
102.052,,,
101.97,,,
101.846,,,
101.701,,,
101.598,,,
101.515,,,
101.35,,,
101.268,,,
101.185,,,
101.164,,,
101.102,,,
101.123,,,
101.102,,,
101.144,,,
101.123,,,
101.123,,,
101.102,,,
101.144,,,
101.164,,,
101.144,,,
101.164,,,
