,,,
Fixed mmHg,Peeks,Peak cuff,Peak Ampl
78.258,,,
78.464,,,
78.485,,,
78.629,,,
78.753,,,
78.815,,,
78.897,,,
78.938,,,
79,,,
79.062,,,
79.165,,,
79.227,,,
79.269,,,
79.269,,,
79.289,,,
79.269,,,
79.351,,,
79.351,,,
79.372,,,
79.33,,,
79.434,,,
79.434,,,
79.475,,,
79.351,,,
79.413,,,
79.392,79.358,77.05131255,
79.31,,,
79.31,,,
79.289,,,
79.248,,,
79.227,,,
79.227,,,
79.186,,,
79.145,,,
79.104,,,
79.062,,,
79.042,,,
79,,,
79,,,
78.938,,,
78.877,,,
78.835,,,
78.856,,,
78.815,,,
78.794,,,
78.732,,,
78.67,,,
78.67,,,
78.608,,,
78.629,,,
78.691,,,
78.567,,,
78.547,,,
78.443,,,
78.464,,,
78.443,,,
78.464,,,
78.443,,,
78.402,,,
78.382,,,
78.361,,,
78.34,,,
78.278,,,
78.237,,,
78.217,,,
78.196,,,
78.196,,,
78.155,,,
78.155,,,
78.113,,,
78.031,,,
78.01,,,
78.031,,,
77.969,,,
77.887,,,
77.948,,,
77.948,,,
77.887,,,
77.866,,,
77.845,,,
77.804,,,
77.763,,,
77.763,,,
77.763,,,
77.722,,,
77.639,,,
77.618,,,
77.618,,,
77.618,,,
77.577,,,
77.495,,,
77.515,,,
77.495,,,
77.495,,,
77.392,,,
77.412,,,
77.412,,,
77.35,,,
77.371,,,
77.309,,,
77.288,,,
77.227,,,
77.227,,,
77.206,,,
77.206,,,
77.165,,,
77.103,,,
77.123,,,
77.103,,,
77.082,,,
77.062,,,
77.041,,,
76.958,,,
76.938,,,
76.979,,,
76.958,,,
76.917,,,
76.917,,,
76.814,,,
76.773,,,
76.732,,,
76.752,,,
76.711,,,
76.711,,,
76.67,,,
76.628,,,
76.67,,,
76.628,,,
76.587,,,
76.628,,,
76.587,,,
76.649,,,
76.732,,,
76.814,,,
76.938,,,
77.062,,,
77.247,,,
77.371,,,
77.536,,,
77.66,,,
77.763,,,
77.887,,,
77.948,,,
78.113,,,
78.237,,,
78.278,,,
78.361,,,
78.402,,,
78.443,,,
78.402,,,
78.464,,,
78.526,,,
78.464,,,
78.567,,,
78.588,,,
78.588,,,
78.608,,,
78.608,,,
78.608,,,
78.65,,,
78.608,,,
78.712,,,
78.608,78.60377778,76.43305516,
78.629,,,
78.567,,,
78.526,,,
78.526,,,
78.464,,,
78.464,,,
78.402,,,
78.382,,,
78.361,,,
78.299,,,
78.278,,,
78.237,,,
78.278,,,
78.134,,,
78.155,,,
78.175,,,
78.072,,,
78.052,,,
78.031,,,
78.031,,,
77.948,,,
77.907,,,
77.907,,,
77.866,,,
77.866,,,
77.825,,,
77.804,,,
77.763,,,
77.742,,,
77.742,,,
77.701,,,
77.701,,,
77.68,,,
77.598,,,
77.66,,,
77.618,,,
77.577,,,
77.557,,,
77.577,,,
77.515,,,
77.453,,,
77.495,,,
77.433,,,
77.412,,,
77.371,,,
77.392,,,
77.288,,,
77.371,,,
77.268,,,
77.268,,,
77.288,,,
77.206,,,
77.185,,,
77.144,,,
77.103,,,
77.103,,,
77.082,,,
77.082,,,
77.041,,,
76.979,,,
76.958,,,
76.897,,,
76.897,,,
76.917,,,
76.835,,,
76.793,,,
76.793,,,
76.711,,,
76.752,,,
76.752,,,
76.711,,,
76.67,,,
76.628,,,
76.546,,,
76.628,,,
76.505,,,
76.546,,,
76.525,,,
76.463,,,
76.443,,,
76.422,,,
76.402,,,
76.381,,,
76.34,,,
76.34,,,
76.299,,,
76.216,,,
76.216,,,
76.216,,,
76.216,,,
76.154,,,
76.072,,,
76.113,,,
76.051,,,
76.051,,,
76.03,,,
75.968,,,
75.907,,,
75.865,,,
75.865,,,
75.845,,,
75.865,,,
75.804,,,
75.804,,,
75.762,,,
75.783,,,
75.804,,,
75.845,,,
75.886,,,
75.989,,,
76.133,,,
76.278,,,
76.402,,,
76.546,,,
76.711,,,
76.855,,,
76.979,,,
77.041,,,
77.165,,,
77.288,,,
77.371,,,
77.453,,,
77.495,,,
77.536,,,
77.577,,,
77.639,,,
77.66,,,
77.639,,,
77.68,,,
77.722,,,
77.742,,,
77.763,,,
77.763,,,
77.783,,,
77.825,,,
77.845,,,
77.825,,,
77.866,,,
77.825,,,
77.783,77.79477778,75.60756867,
77.742,,,
77.783,,,
77.783,,,
77.701,,,
77.66,,,
77.639,,,
77.598,,,
77.577,,,
77.557,,,
77.515,,,
77.453,,,
77.412,,,
77.412,,,
77.35,,,
77.309,,,
77.309,,,
77.288,,,
77.247,,,
77.227,,,
77.206,,,
77.206,,,
77.206,,,
77.165,,,
77.144,,,
77.123,,,
77.103,,,
77.082,,,
77.062,,,
77.062,,,
77,,,
76.958,,,
76.979,,,
76.979,,,
76.958,,,
76.917,,,
76.917,,,
76.855,,,
76.876,,,
76.835,,,
76.814,,,
76.752,,,
76.732,,,
76.69,,,
76.67,,,
76.67,,,
76.628,,,
76.608,,,
76.587,,,
76.525,,,
76.546,,,
76.505,,,
76.463,,,
76.505,,,
76.443,,,
76.422,,,
76.36,,,
76.299,,,
76.34,,,
76.299,,,
76.257,,,
76.175,,,
76.237,,,
76.175,,,
76.154,,,
76.154,,,
76.072,,,
76.092,,,
76.051,,,
76.051,,,
75.968,,,
75.927,,,
75.886,,,
75.927,,,
75.845,,,
75.845,,,
75.783,,,
75.762,,,
75.783,,,
75.762,,,
75.68,,,
75.68,,,
75.618,,,
75.618,,,
75.639,,,
75.597,,,
75.535,,,
75.525,,,
75.515,,,
75.432,,,
75.453,,,
75.432,,,
75.35,,,
75.37,,,
75.309,,,
75.309,,,
75.288,,,
75.205,,,
75.226,,,
75.164,,,
75.144,,,
75.082,,,
75.102,,,
75.061,,,
75.02,,,
75.02,,,
74.979,,,
74.999,,,
74.958,,,
74.917,,,
74.999,,,
74.937,,,
75.02,,,
75.061,,,
75.144,,,
75.247,,,
75.37,,,
75.535,,,
75.68,,,
75.845,,,
75.989,,,
76.175,,,
76.299,,,
76.381,,,
76.546,,,
76.546,,,
76.608,,,
76.649,,,
76.711,,,
76.732,,,
76.752,,,
76.793,,,
76.835,,,
76.793,,,
76.855,,,
76.876,,,
76.917,,,
76.917,,,
76.958,,,
76.958,,,
76.979,,,
77.041,,,
77.02,,,
76.958,,,
76.876,76.95155556,74.74377778,
76.917,,,
76.938,,,
76.938,,,
76.897,,,
76.835,,,
76.752,,,
76.711,,,
76.69,,,
76.628,,,
76.67,,,
76.628,,,
76.546,,,
76.484,,,
76.505,,,
76.505,,,
76.505,,,
76.422,,,
76.34,,,
76.319,,,
76.34,,,
76.299,,,
76.319,,,
76.278,,,
76.237,,,
76.257,,,
76.216,,,
76.216,,,
76.133,,,
76.154,,,
76.133,,,
76.092,,,
76.092,,,
76.072,,,
76.072,,,
76.03,,,
76.03,,,
75.948,,,
75.948,,,
75.927,,,
75.886,,,
75.886,,,
75.865,,,
75.845,,,
75.845,,,
75.804,,,
75.762,,,
75.762,,,
75.742,,,
75.68,,,
75.68,,,
75.597,,,
75.659,,,
75.639,,,
75.556,,,
75.535,,,
75.535,,,
75.474,,,
75.453,,,
75.412,,,
75.391,,,
75.35,,,
75.288,,,
75.309,,,
75.329,,,
75.205,,,
75.226,,,
75.185,,,
75.144,,,
75.144,,,
75.082,,,
75.102,,,
75.082,,,
74.999,,,
74.979,,,
74.999,,,
74.999,,,
74.917,,,
74.896,,,
74.917,,,
74.875,,,
74.814,,,
74.772,,,
74.731,,,
74.69,,,
74.69,,,
74.649,,,
74.649,,,
74.607,,,
74.649,,,
74.607,,,
74.587,,,
74.504,,,
74.525,,,
74.484,,,
74.442,,,
74.422,,,
74.381,,,
74.401,,,
74.277,,,
74.216,,,
74.277,,,
74.216,,,
74.195,,,
74.133,,,
74.174,,,
74.112,,,
74.071,,,
74.03,,,
74.051,,,
74.03,,,
73.989,,,
74.03,,,
73.927,,,
73.989,,,
73.989,,,
74.03,,,
74.092,,,
74.154,,,
74.319,,,
74.463,,,
74.587,,,
74.731,,,
74.896,,,
74.999,,,
75.061,,,
75.226,,,
75.288,,,
75.391,,,
75.474,,,
75.577,,,
75.659,,,
75.68,,,
75.742,,,
75.762,,,
75.804,,,
75.804,,,
75.845,,,
75.886,,,
75.886,,,
75.927,,,
75.907,,,
75.907,,,
75.886,,,
75.927,,,
75.968,,,
75.968,,,
75.927,,,
76.051,,,
75.948,,,
75.927,75.92488889,73.83301294,
75.927,,,
75.886,,,
75.845,,,
75.845,,,
75.804,,,
75.762,,,
75.742,,,
75.7,,,
75.639,,,
75.618,,,
75.556,,,
75.556,,,
75.535,,,
75.515,,,
75.474,,,
75.432,,,
75.391,,,
75.391,,,
75.391,,,
75.37,,,
75.35,,,
75.35,,,
75.288,,,
75.288,,,
75.309,,,
75.247,,,
75.267,,,
75.226,,,
75.185,,,
75.144,,,
75.144,,,
75.102,,,
75.123,,,
75.061,,,
75.04,,,
75.04,,,
74.999,,,
75.02,,,
75.02,,,
74.979,,,
74.958,,,
74.917,,,
74.917,,,
74.834,,,
74.896,,,
74.834,,,
74.793,,,
74.772,,,
74.772,,,
74.731,,,
74.731,,,
74.731,,,
74.669,,,
74.669,,,
74.649,,,
74.587,,,
74.587,,,
74.566,,,
74.566,,,
74.484,,,
74.504,,,
74.504,,,
74.463,,,
74.442,,,
74.401,,,
74.381,,,
74.339,,,
74.36,,,
74.319,,,
74.298,,,
74.277,,,
74.174,,,
74.154,,,
74.154,,,
74.092,,,
74.092,,,
74.092,,,
74.071,,,
74.03,,,
74.009,,,
73.989,,,
73.906,,,
73.947,,,
73.906,,,
73.886,,,
73.865,,,
73.844,,,
73.783,,,
73.762,,,
73.741,,,
73.721,,,
73.721,,,
73.679,,,
73.7,,,
73.618,,,
73.618,,,
73.576,,,
73.597,,,
73.535,,,
73.514,,,
73.494,,,
73.432,,,
73.411,,,
73.391,,,
73.349,,,
73.329,,,
73.411,,,
73.288,,,
73.308,,,
73.288,,,
73.308,,,
73.308,,,
73.411,,,
73.494,,,
73.659,,,
73.741,,,
73.886,,,
73.989,,,
74.195,,,
74.339,,,
74.401,,,
74.525,,,
74.545,,,
74.69,,,
74.731,,,
74.793,,,
74.834,,,
74.917,,,
74.896,,,
75.02,,,
74.999,,,
75.02,,,
75.04,,,
75.061,,,
75.061,,,
75.082,,,
75.102,,,
75.102,,,
75.185,,,
75.144,,,
75.144,,,
75.185,,,
75.144,,,
75.164,,,
75.144,,,
75.123,75.11611111,73.10428241,
75.123,,,
75.082,,,
75.04,,,
75.04,,,
74.979,,,
74.937,,,
74.937,,,
74.896,,,
74.855,,,
74.814,,,
74.772,,,
74.752,,,
74.69,,,
74.752,,,
74.669,,,
74.628,,,
74.649,,,
74.587,,,
74.587,,,
74.566,,,
74.566,,,
74.545,,,
74.545,,,
74.484,,,
74.504,,,
74.442,,,
74.442,,,
74.401,,,
74.401,,,
74.422,,,
74.339,,,
74.36,,,
74.319,,,
74.319,,,
74.277,,,
74.277,,,
74.277,,,
74.195,,,
74.195,,,
74.133,,,
74.154,,,
74.133,,,
74.112,,,
74.051,,,
74.051,,,
74.009,,,
74.03,,,
74.009,,,
73.906,,,
73.927,,,
73.906,,,
73.844,,,
73.824,,,
73.824,,,
73.783,,,
73.783,,,
73.7,,,
73.7,,,
73.721,,,
73.679,,,
73.618,,,
73.618,,,
73.618,,,
73.556,,,
73.535,,,
73.494,,,
73.494,,,
73.473,,,
73.432,,,
73.411,,,
73.349,,,
73.391,,,
73.308,,,
73.288,,,
73.246,,,
73.226,,,
73.205,,,
73.184,,,
73.123,,,
73.123,,,
73.081,,,
73.061,,,
73.123,,,
73.04,,,
72.999,,,
72.958,,,
72.958,,,
72.937,,,
72.937,,,
72.896,,,
72.875,,,
72.793,,,
72.751,,,
72.71,,,
72.71,,,
72.669,,,
72.669,,,
72.628,,,
72.607,,,
72.545,,,
72.545,,,
72.504,,,
72.504,,,
72.463,,,
72.442,,,
72.442,,,
72.422,,,
72.401,,,
72.442,,,
72.463,,,
72.545,,,
72.628,,,
72.71,,,
72.834,,,
73.04,,,
73.164,,,
73.329,,,
73.535,,,
73.618,,,
73.7,,,
73.824,,,
73.906,,,
73.989,,,
74.071,,,
74.154,,,
74.216,,,
74.216,,,
74.257,,,
74.277,,,
74.277,,,
74.36,,,
74.381,,,
74.401,,,
74.442,,,
74.442,,,
74.484,,,
74.442,,,
74.484,,,
74.525,,,
74.525,,,
74.525,,,
74.525,,,
74.484,74.48366667,72.24081751,
74.484,,,
74.442,,,
74.442,,,
74.401,,,
74.36,,,
74.339,,,
74.257,,,
74.216,,,
74.236,,,
74.216,,,
74.154,,,
74.112,,,
74.071,,,
74.092,,,
74.03,,,
73.927,,,
73.989,,,
73.968,,,
73.927,,,
73.865,,,
73.906,,,
73.886,,,
73.844,,,
73.824,,,
73.783,,,
73.783,,,
73.762,,,
73.741,,,
73.741,,,
73.721,,,
73.659,,,
73.659,,,
73.618,,,
73.638,,,
73.597,,,
73.618,,,
73.597,,,
73.556,,,
73.494,,,
73.514,,,
73.494,,,
73.494,,,
73.473,,,
73.432,,,
73.37,,,
73.308,,,
73.391,,,
73.288,,,
73.246,,,
73.246,,,
73.226,,,
73.246,,,
73.226,,,
73.184,,,
73.164,,,
73.143,,,
73.123,,,
73.102,,,
73.04,,,
73.02,,,
72.999,,,
72.937,,,
72.916,,,
72.875,,,
72.855,,,
72.855,,,
72.772,,,
72.731,,,
72.71,,,
72.731,,,
72.69,,,
72.669,,,
72.607,,,
72.545,,,
72.566,,,
72.545,,,
72.504,,,
72.504,,,
72.463,,,
72.463,,,
72.422,,,
72.401,,,
72.36,,,
72.318,,,
72.318,,,
72.257,,,
72.257,,,
72.215,,,
72.174,,,
72.133,,,
72.133,,,
72.133,,,
72.092,,,
72.092,,,
72.05,,,
72.009,,,
71.989,,,
71.927,,,
71.947,,,
71.906,,,
71.927,,,
71.844,,,
71.865,,,
71.844,,,
71.782,,,
71.762,,,
71.741,,,
71.72,,,
71.659,,,
71.659,,,
71.638,,,
71.597,,,
71.576,,,
71.514,,,
71.514,,,
71.535,,,
71.535,,,
71.555,,,
71.659,,,
71.72,,,
71.865,,,
71.947,,,
72.092,,,
72.257,,,
72.483,,,
72.607,,,
72.71,,,
72.855,,,
72.958,,,
73.04,,,
73.102,,,
73.226,,,
73.267,,,
73.349,,,
73.411,,,
73.473,,,
73.514,,,
73.535,,,
73.556,,,
73.597,,,
73.638,,,
73.638,,,
73.638,,,
73.679,,,
73.7,,,
73.762,,,
73.783,,,
73.783,,,
73.783,,,
73.741,,,
73.783,,,
73.741,,,
73.741,73.73222222,71.38844662,
73.783,,,
73.741,,,
73.659,,,
73.618,,,
73.618,,,
73.556,,,
73.535,,,
73.494,,,
73.453,,,
73.432,,,
73.411,,,
73.391,,,
73.391,,,
73.288,,,
73.288,,,
73.267,,,
73.246,,,
73.205,,,
73.164,,,
73.164,,,
73.143,,,
73.123,,,
73.123,,,
73.04,,,
73.081,,,
73.04,,,
73.04,,,
73.02,,,
73.04,,,
72.999,,,
72.937,,,
72.937,,,
72.916,,,
72.916,,,
72.855,,,
72.855,,,
72.731,,,
72.751,,,
72.71,,,
72.751,,,
72.71,,,
72.69,,,
72.669,,,
72.648,,,
72.669,,,
72.587,,,
72.607,,,
72.587,,,
72.545,,,
72.566,,,
72.525,,,
72.463,,,
72.463,,,
72.401,,,
72.401,,,
72.36,,,
72.38,,,
72.339,,,
72.277,,,
72.257,,,
72.215,,,
72.174,,,
72.174,,,
72.174,,,
72.112,,,
72.092,,,
72.071,,,
72.03,,,
72.071,,,
71.968,,,
71.947,,,
71.968,,,
71.927,,,
71.885,,,
71.844,,,
71.803,,,
71.824,,,
71.762,,,
71.7,,,
71.617,,,
71.638,,,
71.7,,,
71.555,,,
71.638,,,
71.597,,,
71.494,,,
71.473,,,
71.432,,,
71.452,,,
71.391,,,
71.391,,,
71.349,,,
71.37,,,
71.308,,,
71.287,,,
71.287,,,
71.226,,,
71.184,,,
71.184,,,
71.143,,,
71.164,,,
71.102,,,
71.04,,,
71.04,,,
71.04,,,
70.999,,,
70.958,,,
70.978,,,
70.937,,,
70.854,,,
70.875,,,
70.854,,,
70.854,,,
70.854,,,
70.793,,,
70.772,,,
70.813,,,
70.813,,,
70.875,,,
71.019,,,
71.061,,,
71.184,,,
71.329,,,
71.494,,,
71.679,,,
71.803,,,
71.947,,,
72.092,,,
72.215,,,
72.298,,,
72.339,,,
72.463,,,
72.545,,,
72.628,,,
72.648,,,
72.751,,,
72.751,,,
72.751,,,
72.793,,,
72.793,,,
72.834,,,
72.875,,,
72.937,,,
72.958,,,
72.916,,,
72.958,,,
72.999,,,
72.999,,,
72.999,,,
72.999,,,
72.999,,,
73.02,,,
72.958,72.95322222,70.67031579,
72.978,,,
72.896,,,
72.875,,,
72.855,,,
72.772,,,
72.793,,,
72.793,,,
72.731,,,
72.731,,,
72.69,,,
72.628,,,
72.566,,,
72.545,,,
72.525,,,
72.463,,,
72.463,,,
72.463,,,
72.422,,,
72.38,,,
72.38,,,
72.339,,,
72.318,,,
72.298,,,
72.257,,,
72.257,,,
72.257,,,
72.236,,,
72.215,,,
72.236,,,
72.153,,,
72.215,,,
72.133,,,
72.112,,,
72.133,,,
72.112,,,
72.071,,,
72.05,,,
72.03,,,
71.989,,,
71.968,,,
71.968,,,
71.927,,,
71.906,,,
71.885,,,
71.844,,,
71.803,,,
71.824,,,
71.803,,,
71.803,,,
71.762,,,
71.72,,,
71.679,,,
71.679,,,
71.659,,,
71.597,,,
71.597,,,
71.555,,,
71.555,,,
71.473,,,
71.494,,,
71.411,,,
71.452,,,
71.432,,,
71.329,,,
71.37,,,
71.349,,,
71.308,,,
71.226,,,
71.226,,,
71.226,,,
71.226,,,
71.122,,,
71.122,,,
71.122,,,
71.102,,,
71.061,,,
71.061,,,
71.019,,,
71.019,,,
70.958,,,
70.937,,,
70.958,,,
70.916,,,
70.854,,,
70.834,,,
70.813,,,
70.772,,,
70.69,,,
70.69,,,
70.669,,,
70.69,,,
70.607,,,
70.628,,,
70.566,,,
70.586,,,
70.545,,,
70.545,,,
70.483,,,
70.463,,,
70.421,,,
70.421,,,
70.401,,,
70.401,,,
70.38,,,
70.298,,,
70.318,,,
70.277,,,
70.277,,,
70.236,,,
70.195,,,
70.215,,,
70.195,,,
70.112,,,
70.112,,,
70.153,,,
70.133,,,
70.153,,,
70.174,,,
70.236,,,
70.421,,,
70.421,,,
70.545,,,
70.669,,,
70.875,,,
71.184,,,
71.267,,,
71.432,,,
71.494,,,
71.514,,,
71.679,,,
71.741,,,
71.824,,,
71.885,,,
71.906,,,
71.947,,,
72.009,,,
72.05,,,
72.05,,,
72.112,,,
72.05,,,
72.112,,,
72.153,,,
72.153,,,
72.153,,,
72.195,,,
72.215,,,
72.174,,,
72.236,,,
72.215,,,
72.215,,,
72.174,,,
72.195,72.16033333,70.02379138,
72.133,,,
72.153,,,
72.092,,,
72.03,,,
72.03,,,
72.009,,,
71.968,,,
71.927,,,
71.927,,,
71.885,,,
71.885,,,
71.824,,,
71.865,,,
71.762,,,
71.741,,,
71.679,,,
71.7,,,
71.679,,,
71.659,,,
71.617,,,
71.617,,,
71.555,,,
71.535,,,
71.514,,,
71.535,,,
71.452,,,
71.473,,,
71.411,,,
71.411,,,
71.391,,,
71.391,,,
71.349,,,
71.37,,,
71.329,,,
71.308,,,
71.329,,,
71.246,,,
71.246,,,
71.267,,,
71.226,,,
71.164,,,
71.143,,,
71.143,,,
71.143,,,
71.061,,,
71.061,,,
71.019,,,
71.061,,,
70.958,,,
70.978,,,
70.916,,,
70.937,,,
70.916,,,
70.834,,,
70.875,,,
70.813,,,
70.772,,,
70.731,,,
70.751,,,
70.69,,,
70.731,,,
70.69,,,
70.648,,,
70.607,,,
70.607,,,
70.545,,,
70.525,,,
70.525,,,
70.483,,,
70.442,,,
70.442,,,
70.442,,,
70.339,,,
70.38,,,
70.318,,,
70.36,,,
70.339,,,
70.277,,,
70.277,,,
70.236,,,
70.195,,,
70.195,,,
70.174,,,
70.153,,,
70.112,,,
70.133,,,
70.112,,,
70.112,,,
70.03,,,
70.03,,,
69.927,,,
69.947,,,
69.947,,,
69.927,,,
69.906,,,
69.844,,,
69.762,,,
69.782,,,
69.803,,,
69.782,,,
69.7,,,
69.7,,,
69.7,,,
69.617,,,
69.617,,,
69.617,,,
69.597,,,
69.597,,,
69.576,,,
69.535,,,
69.576,,,
69.617,,,
69.617,,,
69.7,,,
69.865,,,
69.988,,,
70.112,,,
70.257,,,
70.401,,,
70.504,,,
70.669,,,
70.772,,,
70.937,,,
70.958,,,
71.081,,,
71.143,,,
71.267,,,
71.308,,,
71.391,,,
71.473,,,
71.452,,,
71.432,,,
71.494,,,
71.514,,,
71.555,,,
71.638,,,
71.638,,,
71.617,,,
71.617,,,
71.638,,,
71.679,,,
71.679,,,
71.679,,,
71.7,,,
71.679,,,
71.638,,,
71.679,71.63555556,69.49226547,
71.638,,,
71.555,,,
71.638,,,
71.514,,,
71.473,,,
71.432,,,
71.473,,,
71.452,,,
71.391,,,
71.349,,,
71.349,,,
71.267,,,
71.246,,,
71.246,,,
71.246,,,
71.226,,,
71.184,,,
71.184,,,
71.164,,,
71.102,,,
71.122,,,
71.081,,,
71.102,,,
71.081,,,
71.04,,,
71.019,,,
71.04,,,
70.978,,,
70.978,,,
70.999,,,
70.937,,,
70.958,,,
70.875,,,
70.854,,,
70.834,,,
70.834,,,
70.834,,,
70.854,,,
70.834,,,
70.772,,,
70.793,,,
70.751,,,
70.69,,,
70.648,,,
70.69,,,
70.648,,,
70.648,,,
70.628,,,
70.566,,,
70.566,,,
70.545,,,
70.566,,,
70.483,,,
70.525,,,
70.483,,,
70.442,,,
70.421,,,
70.38,,,
70.401,,,
70.318,,,
70.318,,,
70.318,,,
70.277,,,
70.236,,,
70.195,,,
70.174,,,
70.112,,,
70.133,,,
70.112,,,
70.071,,,
70.071,,,
70.009,,,
70.009,,,
70.009,,,
69.968,,,
69.968,,,
69.906,,,
69.927,,,
69.906,,,
69.844,,,
69.803,,,
69.824,,,
69.782,,,
69.762,,,
69.741,,,
69.7,,,
69.638,,,
69.7,,,
69.659,,,
69.617,,,
69.556,,,
69.556,,,
69.576,,,
69.556,,,
69.494,,,
69.494,,,
69.411,,,
69.411,,,
69.411,,,
69.37,,,
69.308,,,
69.329,,,
69.349,,,
69.246,,,
69.267,,,
69.246,,,
69.246,,,
69.205,,,
69.164,,,
69.164,,,
69.123,,,
69.143,,,
69.143,,,
69.205,,,
69.246,,,
69.287,,,
69.391,,,
69.535,,,
69.679,,,
69.824,,,
69.968,,,
70.071,,,
70.236,,,
70.257,,,
70.421,,,
70.483,,,
70.586,,,
70.628,,,
70.69,,,
70.793,,,
70.834,,,
70.854,,,
70.896,,,
70.896,,,
70.937,,,
70.937,,,
70.978,,,
70.978,,,
71.061,,,
71.081,,,
71.102,,,
71.102,,,
71.164,,,
71.184,,,
71.143,,,
71.122,,,
71.143,,,
71.143,,,
71.164,71.09955556,69.04512951,
71.081,,,
71.061,,,
71.061,,,
70.978,,,
70.978,,,
71.019,,,
70.937,,,
70.916,,,
70.937,,,
70.896,,,
70.854,,,
70.793,,,
70.813,,,
70.772,,,
70.71,,,
70.772,,,
70.69,,,
70.648,,,
70.648,,,
70.628,,,
70.607,,,
70.648,,,
70.607,,,
70.607,,,
70.566,,,
70.566,,,
70.483,,,
70.504,,,
70.483,,,
70.525,,,
70.483,,,
70.483,,,
70.442,,,
70.463,,,
70.401,,,
70.339,,,
70.36,,,
70.339,,,
70.339,,,
70.318,,,
70.277,,,
70.277,,,
70.257,,,
70.257,,,
70.257,,,
70.257,,,
70.236,,,
70.153,,,
70.153,,,
70.071,,,
70.112,,,
70.112,,,
70.05,,,
69.988,,,
69.947,,,
69.988,,,
70.009,,,
69.947,,,
69.906,,,
69.906,,,
69.844,,,
69.844,,,
69.782,,,
69.762,,,
69.762,,,
69.741,,,
69.72,,,
69.7,,,
69.7,,,
69.617,,,
69.617,,,
69.617,,,
69.597,,,
69.576,,,
69.556,,,
69.535,,,
69.494,,,
69.452,,,
69.452,,,
69.411,,,
69.411,,,
69.391,,,
69.329,,,
69.308,,,
69.246,,,
69.246,,,
69.205,,,
69.205,,,
69.184,,,
69.184,,,
69.123,,,
69.164,,,
69.143,,,
69.081,,,
69.061,,,
69.04,,,
69.04,,,
68.999,,,
68.978,,,
68.916,,,
68.875,,,
68.834,,,
68.875,,,
68.813,,,
68.813,,,
68.772,,,
68.751,,,
68.69,,,
68.69,,,
68.71,,,
68.628,,,
68.586,,,
68.586,,,
68.586,,,
68.586,,,
68.628,,,
68.669,,,
68.793,,,
68.937,,,
69.102,,,
69.226,,,
69.37,,,
69.473,,,
69.597,,,
69.659,,,
69.803,,,
69.906,,,
69.968,,,
70.009,,,
70.112,,,
70.112,,,
70.153,,,
70.174,,,
70.277,,,
70.236,,,
70.257,,,
70.36,,,
70.36,,,
70.339,,,
70.339,,,
70.38,,,
70.421,,,
70.442,,,
70.442,,,
70.525,,,
70.566,,,
70.566,,,
70.566,,,
70.566,,,
70.483,,,
70.483,70.48322222,68.4760287,
70.483,,,
70.421,,,
70.421,,,
70.36,,,
70.36,,,
70.36,,,
70.318,,,
70.277,,,
70.2565,,,
70.236,,,
70.195,,,
70.153,,,
70.236,,,
70.112,,,
70.153,,,
70.112,,,
70.071,,,
70.071,,,
70.071,,,
69.988,,,
70.03,,,
69.988,,,
70.009,,,
69.947,,,
69.906,,,
69.968,,,
69.927,,,
69.927,,,
69.927,,,
69.885,,,
69.865,,,
69.865,,,
69.865,,,
69.844,,,
69.824,,,
69.824,,,
69.762,,,
69.741,,,
69.7,,,
69.741,,,
69.679,,,
69.659,,,
69.659,,,
69.659,,,
69.576,,,
69.576,,,
69.576,,,
69.535,,,
69.576,,,
69.452,,,
69.473,,,
69.452,,,
69.452,,,
69.391,,,
69.329,,,
69.349,,,
69.329,,,
69.287,,,
69.287,,,
69.246,,,
69.226,,,
69.246,,,
69.205,,,
69.184,,,
69.164,,,
69.102,,,
69.081,,,
69.081,,,
69.081,,,
69.04,,,
69.02,,,
68.937,,,
68.999,,,
68.896,,,
68.875,,,
68.855,,,
68.813,,,
68.751,,,
68.813,,,
68.751,,,
68.751,,,
68.71,,,
68.71,,,
68.648,,,
68.628,,,
68.586,,,
68.607,,,
68.607,,,
68.586,,,
68.525,,,
68.545,,,
68.483,,,
68.422,,,
68.36,,,
68.38,,,
68.38,,,
68.38,,,
68.339,,,
68.298,,,
68.257,,,
68.236,,,
68.215,,,
68.195,,,
68.195,,,
68.174,,,
68.154,,,
68.051,,,
68.112,,,
68.03,,,
68.03,,,
67.968,,,
67.947,,,
67.968,,,
67.947,,,
67.989,,,
68.009,,,
68.133,,,
68.154,,,
68.298,,,
68.442,,,
68.463,,,
68.669,,,
68.793,,,
69.04,,,
69.143,,,
69.267,,,
69.329,,,
69.37,,,
69.411,,,
69.494,,,
69.535,,,
69.597,,,
69.597,,,
69.617,,,
69.597,,,
69.679,,,
69.638,,,
69.617,,,
69.679,,,
69.679,,,
69.7,,,
69.741,,,
69.741,,,
69.782,,,
69.803,,,
69.762,,,
69.782,,,
69.762,,,
69.72,,,
69.782,69.718,67.80383908,
69.72,,,
69.638,,,
69.679,,,
69.617,,,
69.617,,,
69.556,,,
69.556,,,
69.535,,,
69.535,,,
69.473,,,
69.432,,,
69.452,,,
69.411,,,
69.349,,,
69.329,,,
69.308,,,
69.308,,,
69.287,,,
69.287,,,
69.246,,,
69.226,,,
69.184,,,
69.143,,,
69.164,,,
69.123,,,
69.143,,,
69.081,,,
69.143,,,
69.081,,,
69.04,,,
69.102,,,
69.081,,,
69.061,,,
69.04,,,
68.958,,,
