,,,
Fixed mmhg,Peaks,Peak cuff ,Peak Ampl
72.257,,,
72.257,,,
72.298,,,
72.257,,,
72.298,,,
72.339,,,
72.36,,,
72.38,,,
72.38,,,
72.401,,,
72.422,,,
72.422,,,
72.442,,,
72.442,72.45811111,72.36158534,
72.483,,,
72.483,,,
72.483,,,
72.545,,,
72.504,,,
72.545,,,
72.545,,,
72.566,,,
72.566,,,
72.587,,,
72.607,,,
72.587,,,
72.628,,,
72.648,,,
72.628,,,
72.628,,,
72.648,,,
72.669,,,
72.71,,,
72.71,,,
72.71,72.72144444,72.55037188,
72.751,,,
72.751,,,
72.751,,,
72.793,,,
72.793,,,
72.875,,,
72.834,,,
72.834,,,
72.772,,,
72.793,,,
72.793,,,
72.793,,,
72.772,,,
72.751,,,
72.772,,,
72.71,,,
72.71,,,
72.669,,,
72.69,,,
72.628,,,
72.628,,,
72.587,,,
72.587,,,
72.566,,,
72.483,,,
72.463,,,
72.463,,,
72.463,,,
72.504,,,
72.422,,,
72.36,,,
72.277,,,
72.215,,,
72.071,,,
71.968,,,
71.844,,,
71.782,,,
71.741,,,
71.659,,,
71.659,,,
71.638,,,
71.659,,,
71.576,,,
71.638,,,
71.638,,,
71.72,,,
71.72,,,
71.762,,,
71.782,,,
71.782,,,
71.865,,,
71.885,,,
71.865,,,
71.885,,,
71.885,,,
71.968,,,
71.968,,,
72.009,,,
72.05,,,
72.05,,,
72.071,,,
72.071,,,
72.133,,,
72.133,,,
72.195,,,
72.195,,,
72.195,,,
72.215,,,
72.277,,,
72.236,,,
72.298,,,
72.257,,,
72.277,,,
72.339,,,
72.38,,,
72.339,,,
72.36,,,
72.38,,,
72.463,,,
72.442,,,
72.463,,,
72.463,,,
72.504,,,
72.545,,,
72.504,,,
72.607,,,
72.587,,,
72.628,,,
72.628,,,
72.648,,,
72.669,,,
72.71,,,
72.751,,,
72.71,,,
72.751,,,
72.875,,,
72.793,,,
72.855,,,
72.813,,,
72.896,,,
72.916,,,
72.896,,,
72.937,,,
72.916,,,
72.999,,,
72.958,,,
72.999,,,
72.978,,,
73.02,,,
73.04,,,
73.04,,,
73.102,,,
73.081,,,
73.123,,,
73.081,,,
73.143,,,
73.123,,,
73.205,,,
73.205,,,
73.205,,,
73.205,,,
73.246,,,
73.226,,,
73.267,,,
73.246,,,
73.267,,,
73.288,,,
73.329,,,
73.391,,,
73.329,,,
73.329,,,
73.391,,,
73.37,,,
73.411,,,
73.494,,,
73.432,,,
73.453,,,
73.473,,,
73.473,,,
73.494,,,
73.494,,,
73.535,73.53277778,72.12777622,
73.556,,,
73.597,,,
73.576,,,
73.597,,,
73.638,,,
73.597,,,
73.659,,,
73.618,,,
73.597,,,
73.597,,,
73.638,,,
73.659,,,
73.576,,,
73.576,,,
73.576,,,
73.618,,,
73.514,,,
73.556,,,
73.494,,,
73.494,,,
73.473,,,
73.453,,,
73.432,,,
73.411,,,
73.411,,,
73.37,,,
73.411,,,
73.308,,,
73.329,,,
73.288,,,
73.205,,,
73.102,,,
73.02,,,
72.958,,,
72.834,,,
72.669,,,
72.504,,,
72.463,,,
72.401,,,
72.339,,,
72.318,,,
72.277,,,
72.257,,,
72.339,,,
72.298,,,
72.339,,,
72.339,,,
72.442,,,
72.442,,,
72.483,,,
72.463,,,
72.483,,,
72.545,,,
72.545,,,
72.587,,,
72.566,,,
72.587,,,
72.628,,,
72.669,,,
72.71,,,
72.731,,,
72.731,,,
72.772,,,
72.793,,,
72.772,,,
72.855,,,
72.916,,,
72.896,,,
72.958,,,
72.999,,,
72.958,,,
72.978,,,
73.02,,,
73.04,,,
73.081,,,
73.081,,,
73.081,,,
73.123,,,
73.143,,,
73.164,,,
73.184,,,
73.205,,,
73.226,,,
73.246,,,
73.288,,,
73.288,,,
73.308,,,
73.329,,,
73.329,,,
73.391,,,
73.37,,,
73.411,,,
73.453,,,
73.494,,,
73.473,,,
73.535,,,
73.556,,,
73.576,,,
73.576,,,
73.638,,,
73.618,,,
73.659,,,
73.659,,,
73.659,,,
73.7,,,
73.721,,,
73.721,,,
73.783,,,
73.762,,,
73.844,,,
73.783,,,
73.824,,,
73.886,,,
73.865,,,
73.886,,,
73.886,,,
73.947,,,
73.906,,,
73.947,,,
73.989,,,
74.009,,,
73.989,,,
73.989,,,
74.051,,,
74.071,,,
74.071,,,
74.071,,,
74.071,,,
74.112,,,
74.154,,,
74.154,,,
74.195,,,
74.195,,,
74.174,,,
74.195,,,
74.277,,,
74.277,,,
74.277,,,
74.298,,,
74.319,,,
74.319,74.321,72.78040741,
74.339,,,
74.381,,,
74.36,,,
74.319,,,
74.36,,,
74.401,,,
74.401,,,
74.442,,,
74.442,,,
74.442,,,
74.442,,,
74.401,,,
74.422,,,
74.463,,,
74.422,,,
74.422,,,
74.401,,,
74.381,,,
74.36,,,
74.339,,,
74.319,,,
74.298,,,
74.277,,,
74.319,,,
74.257,,,
74.216,,,
74.195,,,
74.195,,,
74.133,,,
74.154,,,
74.154,,,
74.092,,,
74.071,,,
74.009,,,
73.947,,,
73.865,,,
73.638,,,
73.535,,,
73.37,,,
73.226,,,
73.164,,,
73.061,,,
73.02,,,
72.978,,,
72.937,,,
72.978,,,
72.916,,,
72.999,,,
72.999,,,
73.061,,,
73.061,,,
73.081,,,
73.123,,,
73.123,,,
73.164,,,
73.184,,,
73.164,,,
73.246,,,
73.246,,,
73.246,,,
73.246,,,
73.329,,,
73.329,,,
73.411,,,
73.411,,,
73.453,,,
73.453,,,
73.473,,,
73.514,,,
73.514,,,
73.556,,,
73.618,,,
73.618,,,
73.618,,,
73.638,,,
73.679,,,
73.679,,,
73.741,,,
73.741,,,
73.741,,,
73.783,,,
73.783,,,
73.824,,,
73.824,,,
73.886,,,
73.947,,,
73.989,,,
73.989,,,
74.03,,,
74.051,,,
74.051,,,
74.051,,,
74.092,,,
74.112,,,
74.133,,,
74.133,,,
74.174,,,
74.174,,,
74.298,,,
74.216,,,
74.277,,,
74.298,,,
74.319,,,
74.36,,,
74.36,,,
74.422,,,
74.381,,,
74.484,,,
74.504,,,
74.484,,,
74.484,,,
74.545,,,
74.525,,,
74.566,,,
74.587,,,
74.587,,,
74.607,,,
74.669,,,
74.649,,,
74.669,,,
74.69,,,
74.731,,,
74.731,,,
74.814,,,
74.793,,,
74.814,,,
74.855,,,
74.896,,,
74.814,,,
74.917,,,
74.875,,,
74.896,,,
74.958,,,
74.937,,,
75.02,74.97855556,74.9131362,
75.02,,,
75.02,,,
75.02,,,
75.061,,,
75.02,,,
75.02,,,
75.04,,,
75.04,,,
75.04,,,
75.144,,,
75.144,,,
75.123,,,
75.185,,,
75.205,,,
75.226,,,
75.247,,,
75.205,75.24433333,74.79435714,
75.288,,,
75.267,,,
75.267,,,
75.309,,,
75.309,,,
75.309,,,
75.35,,,
75.35,,,
75.288,,,
75.267,,,
75.37,,,
75.309,,,
75.309,,,
75.309,,,
75.309,,,
75.226,,,
75.226,,,
75.185,,,
75.226,,,
75.185,,,
75.144,,,
75.185,,,
75.102,,,
75.102,,,
75.102,,,
75.061,,,
75.082,,,
74.999,,,
75.02,,,
74.937,,,
74.896,,,
74.793,,,
74.607,,,
74.484,,,
74.319,,,
74.195,,,
74.071,,,
73.947,,,
73.886,,,
73.783,,,
73.783,,,
73.7,,,
73.721,,,
73.721,,,
73.721,,,
73.762,,,
73.824,,,
73.824,,,
73.865,,,
73.865,,,
73.906,,,
73.968,,,
73.989,,,
73.968,,,
73.947,,,
74.071,,,
74.092,,,
74.133,,,
74.133,,,
74.154,,,
74.195,,,
74.195,,,
74.216,,,
74.277,,,
74.277,,,
74.319,,,
74.36,,,
74.319,,,
74.36,,,
74.381,,,
74.442,,,
74.442,,,
74.504,,,
74.545,,,
74.525,,,
74.566,,,
74.607,,,
74.607,,,
74.607,,,
74.669,,,
74.649,,,
74.71,,,
74.752,,,
74.752,,,
74.834,,,
74.793,,,
74.855,,,
74.896,,,
74.896,,,
74.917,,,
74.958,,,
74.979,,,
74.999,,,
75.061,,,
75.04,,,
75.102,,,
75.102,,,
75.144,,,
75.144,,,
75.185,,,
75.226,,,
75.247,,,
75.267,,,
75.309,,,
75.35,,,
75.329,,,
75.329,,,
75.391,,,
75.412,,,
75.474,,,
75.432,,,
75.474,,,
75.494,,,
75.515,,,
75.556,,,
75.535,,,
75.577,,,
75.556,,,
75.618,,,
75.639,,,
75.659,,,
75.68,,,
75.721,,,
75.721,,,
75.7,,,
75.742,,,
75.804,,,
75.824,,,
75.824,,,
75.804,,,
75.845,,,
75.886,,,
75.865,,,
75.907,,,
75.927,,,
75.968,,,
75.927,,,
75.927,,,
75.968,,,
75.989,,,
76.03,,,
75.968,,,
76.051,,,
76.051,,,
76.072,,,
76.133,,,
76.092,,,
76.133,,,
76.133,,,
76.175,,,
76.257,,,
76.216,,,
76.216,76.23655556,74.43152632,
76.257,,,
76.257,,,
76.319,,,
76.299,,,
76.299,,,
76.299,,,
76.36,,,
76.257,,,
76.278,,,
76.299,,,
76.319,,,
76.257,,,
76.237,,,
76.257,,,
76.257,,,
76.237,,,
76.216,,,
76.175,,,
76.175,,,
76.092,,,
76.113,,,
76.072,,,
76.133,,,
76.092,,,
76.072,,,
76.051,,,
76.03,,,
75.927,,,
75.886,,,
75.762,,,
75.659,,,
75.474,,,
75.309,,,
75.185,,,
75.04,,,
74.896,,,
74.814,,,
74.731,,,
74.669,,,
74.69,,,
74.649,,,
74.649,,,
74.69,,,
74.69,,,
74.69,,,
74.752,,,
74.731,,,
74.772,,,
74.772,,,
74.814,,,
74.875,,,
74.896,,,
74.937,,,
74.979,,,
74.999,,,
75.04,,,
75.04,,,
75.061,,,
75.102,,,
75.123,,,
75.144,,,
75.164,,,
75.226,,,
75.267,,,
75.288,,,
75.288,,,
75.329,,,
75.37,,,
75.391,,,
75.391,,,
75.432,,,
75.474,,,
75.474,,,
75.494,,,
75.577,,,
75.556,,,
75.556,,,
75.639,,,
75.639,,,
75.659,,,
75.68,,,
75.7,,,
75.721,,,
75.762,,,
75.804,,,
75.783,,,
75.845,,,
75.845,,,
75.865,,,
75.948,,,
75.927,,,
75.927,,,
75.968,,,
75.989,,,
76.072,,,
76.051,,,
76.113,,,
76.113,,,
76.175,,,
76.175,,,
76.195,,,
76.257,,,
76.299,,,
76.319,,,
76.36,,,
76.381,,,
76.381,,,
76.381,,,
76.381,,,
76.484,,,
76.463,,,
76.525,,,
76.484,,,
76.546,,,
76.567,,,
76.587,,,
76.587,,,
76.649,,,
76.67,,,
76.69,,,
76.649,,,
76.711,,,
76.793,,,
76.793,,,
76.752,,,
76.752,,,
76.835,,,
76.835,,,
76.855,,,
76.855,,,
76.917,,,
76.917,,,
76.958,,,
76.979,,,
76.979,,,
77,,,
77,,,
77.02,,,
77.062,,,
77.062,,,
77.062,,,
77.123,,,
77.123,,,
77.082,,,
77.144,,,
77.185,,,
77.206,,,
77.206,,,
77.247,,,
77.247,,,
77.227,,,
77.268,,,
77.33,77.3,75.43926608,
77.309,,,
77.33,,,
77.35,,,
77.392,,,
77.35,,,
77.35,,,
77.412,,,
77.412,,,
77.371,,,
77.33,,,
77.35,,,
77.35,,,
77.309,,,
77.309,,,
77.309,,,
77.288,,,
77.288,,,
77.227,,,
77.247,,,
77.268,,,
77.206,,,
77.206,,,
77.227,,,
77.165,,,
77.165,,,
77.123,,,
76.979,,,
76.855,,,
76.732,,,
76.587,,,
76.463,,,
76.319,,,
76.154,,,
75.948,,,
75.865,,,
75.762,,,
75.742,,,
75.68,,,
75.68,,,
75.68,,,
75.68,,,
75.721,,,
75.68,,,
75.762,,,
75.762,,,
75.804,,,
75.804,,,
75.783,,,
75.865,,,
75.845,,,
75.865,,,
75.927,,,
75.968,,,
75.968,,,
75.968,,,
76.03,,,
76.092,,,
76.092,,,
76.092,,,
76.092,,,
76.175,,,
76.195,,,
76.257,,,
76.257,,,
76.237,,,
76.34,,,
76.319,,,
76.381,,,
76.402,,,
76.422,,,
76.443,,,
76.463,,,
76.505,,,
76.546,,,
76.546,,,
76.587,,,
76.608,,,
76.587,,,
76.67,,,
76.67,,,
76.732,,,
76.752,,,
76.752,,,
76.773,,,
76.793,,,
76.855,,,
76.814,,,
76.917,,,
76.938,,,
76.958,,,
76.979,,,
77,,,
77.041,,,
77.041,,,
77.082,,,
77.082,,,
77.123,,,
77.185,,,
77.144,,,
77.206,,,
77.227,,,
77.288,,,
77.309,,,
77.33,,,
77.35,,,
77.392,,,
77.392,,,
77.412,,,
77.453,,,
77.433,,,
77.495,,,
77.536,,,
77.536,,,
77.598,,,
77.577,,,
77.639,,,
77.66,,,
77.701,,,
77.66,,,
77.742,,,
77.722,,,
77.742,,,
77.804,,,
77.804,,,
77.866,,,
77.845,,,
77.887,,,
77.866,,,
77.907,,,
77.907,,,
77.948,,,
77.99,,,
77.99,,,
77.948,,,
77.99,,,
78.031,,,
78.072,,,
78.052,,,
78.052,,,
78.093,,,
78.155,,,
78.113,,,
78.155,,,
78.217,,,
78.217,,,
78.237,,,
78.278,,,
78.299,,,
78.32,,,
78.299,,,
78.382,78.345,76.51692936,
78.361,,,
78.382,,,
78.361,,,
78.423,,,
78.402,,,
78.443,,,
78.382,,,
78.443,,,
78.402,,,
78.382,,,
78.361,,,
78.382,,,
78.361,,,
78.299,,,
78.361,,,
78.361,,,
78.32,,,
78.258,,,
78.278,,,
78.278,,,
78.237,,,
78.237,,,
78.237,,,
78.217,,,
78.155,,,
78.113,,,
78.093,,,
78.01,,,
77.928,,,
77.845,,,
77.639,,,
77.495,,,
77.206,,,
77.082,,,
77,,,
76.897,,,
76.835,,,
76.752,,,
76.773,,,
76.793,,,
76.752,,,
76.814,,,
76.835,,,
76.835,,,
76.835,,,
76.917,,,
76.917,,,
76.958,,,
76.979,,,
77,,,
77,,,
77.082,,,
77.123,,,
77.103,,,
77.165,,,
77.206,,,
77.165,,,
77.227,,,
77.227,,,
77.288,,,
77.268,,,
77.33,,,
77.371,,,
77.33,,,
77.412,,,
77.433,,,
77.453,,,
77.474,,,
77.515,,,
77.536,,,
77.557,,,
77.577,,,
77.577,,,
77.618,,,
77.66,,,
77.701,,,
77.742,,,
77.763,,,
77.783,,,
77.825,,,
77.866,,,
77.887,,,
77.907,,,
77.887,,,
77.99,,,
77.969,,,
77.99,,,
78.031,,,
78.052,,,
78.113,,,
78.113,,,
78.175,,,
78.237,,,
78.196,,,
78.237,,,
78.258,,,
78.299,,,
78.258,,,
78.32,,,
78.361,,,
78.361,,,
78.361,,,
78.423,,,
78.423,,,
78.464,,,
78.547,,,
78.526,,,
78.567,,,
78.526,,,
78.567,,,
78.608,,,
78.588,,,
78.629,,,
78.712,,,
78.732,,,
78.794,,,
78.794,,,
78.794,,,
78.856,,,
78.856,,,
78.918,,,
78.897,,,
78.877,,,
78.918,,,
78.98,,,
78.98,,,
79.021,,,
78.98,79.01188889,79.00013695,
79.083,,,
79.021,79.03711111,79.03751852,
79.062,,,
79.062,,,
79.042,,,
79.083,,,
79.124,,,
79.104,,,
79.104,,,
79.145,,,
79.145,,,
79.186,,,
79.207,,,
79.165,,,
79.248,,,
79.269,,,
79.289,,,
79.269,79.27788889,78.8322935,
79.31,,,
79.269,,,
79.31,,,
79.372,,,
79.351,,,
79.351,,,
79.351,,,
79.392,,,
79.372,,,
79.33,,,
79.31,,,
79.289,,,
79.31,,,
79.269,,,
79.248,,,
79.248,,,
79.269,,,
79.207,,,
79.186,,,
79.227,,,
79.186,,,
79.227,,,
79.186,,,
79.104,,,
79.165,,,
79.021,,,
78.98,,,
78.877,,,
78.815,,,
78.608,,,
78.485,,,
78.34,,,
78.155,,,
78.052,,,
77.99,,,
77.907,,,
77.825,,,
77.825,,,
77.783,,,
77.763,,,
77.783,,,
77.783,,,
77.825,,,
77.866,,,
77.887,,,
77.887,,,
77.948,,,
77.948,,,
78.01,,,
78.052,,,
78.072,,,
78.052,,,
78.072,,,
78.113,,,
78.217,,,
78.237,,,
78.155,,,
78.278,,,
78.258,,,
78.299,,,
78.361,,,
78.32,,,
78.361,,,
78.402,,,
78.443,,,
78.443,,,
78.485,,,
78.485,,,
78.505,,,
78.567,,,
78.567,,,
78.608,,,
78.629,,,
78.691,,,
78.712,,,
78.732,,,
78.732,,,
78.753,,,
78.815,,,
78.815,,,
78.815,,,
78.856,,,
78.877,,,
78.918,,,
78.98,,,
78.938,,,
79.021,,,
79,,,
79.083,,,
79.083,,,
79.083,,,
79.104,,,
79.186,,,
79.186,,,
79.207,,,
79.207,,,
79.269,,,
79.248,,,
79.269,,,
79.269,,,
79.372,,,
79.392,,,
79.413,,,
79.434,,,
79.475,,,
79.495,,,
79.516,,,
79.537,,,
79.599,,,
79.619,,,
79.64,,,
79.681,,,
79.702,,,
79.702,,,
79.702,,,
79.764,,,
79.722,,,
79.846,,,
79.825,,,
79.846,,,
79.846,,,
79.887,,,
79.887,,,
79.929,,,
79.949,,,
79.929,,,
79.908,,,
79.97,,,
80.011,,,
80.032,,,
80.052,,,
80.032,,,
80.032,,,
80.073,,,
80.073,,,
80.094,,,
80.135,,,
80.155,,,
80.176,,,
80.217,,,
80.197,,,
80.176,,,
80.217,,,
80.259,,,
80.3,,,
80.341,,,
80.3,80.30666667,78.45101587,
80.279,,,
80.341,,,
80.382,,,
80.341,,,
80.382,,,
80.424,,,
80.403,,,
80.382,,,
80.362,,,
80.32,,,
80.32,,,
80.341,,,
80.279,,,
80.32,,,
80.217,,,
80.217,,,
80.259,,,
80.259,,,
80.259,,,
80.217,,,
80.197,,,
80.135,,,
80.094,,,
80.073,,,
79.97,,,
79.949,,,
79.867,,,
79.743,,,
79.578,,,
79.413,,,
79.269,,,
79.124,,,
79,,,
78.897,,,
78.815,,,
78.773,,,
78.712,,,
78.691,,,
78.588,,,
78.691,,,
78.629,,,
78.712,,,
78.732,,,
78.773,,,
78.712,,,
78.794,,,
78.856,,,
78.877,,,
78.897,,,
78.897,,,
78.938,,,
78.959,,,
78.98,,,
79,,,
79.083,,,
79.145,,,
79.124,,,
79.145,,,
79.186,,,
79.227,,,
79.269,,,
79.269,,,
79.289,,,
79.31,,,
79.351,,,
79.33,,,
79.413,,,
79.392,,,
79.475,,,
79.454,,,
79.516,,,
79.578,,,
79.578,,,
79.619,,,
79.64,,,
79.681,,,
79.722,,,
79.66,,,
79.722,,,
79.784,,,
79.805,,,
79.825,,,
79.867,,,
79.887,,,
79.929,,,
79.929,,,
79.949,,,
79.949,,,
79.99,,,
80.011,,,
80.094,,,
80.094,,,
80.094,,,
80.114,,,
80.176,,,
80.259,,,
80.238,,,
80.259,,,
80.279,,,
80.362,,,
80.362,,,
80.382,,,
80.444,,,
80.485,,,
80.465,,,
80.547,,,
80.527,,,
80.589,,,
80.63,,,
80.651,,,
80.63,,,
80.692,,,
80.733,,,
80.712,,,
80.774,,,
80.857,,,
80.733,,,
80.857,,,
80.836,,,
80.877,,,
80.919,,,
80.939,,,
80.981,,,
80.939,,,
81.022,,,
81.022,,,
81.042,,,
81.042,,,
81.042,,,
81.104,,,
81.125,,,
81.146,,,
81.166,,,
81.228,,,
81.146,,,
81.228,,,
81.249,,,
81.249,,,
81.331,,,
81.311,,,
81.352,,,
81.331,,,
81.352,,,
81.393,,,
81.434,,,
81.434,,,
81.455,81.448,79.52122521,
81.476,,,
81.496,,,
81.496,,,
81.496,,,
81.538,,,
81.538,,,
81.496,,,
81.538,,,
81.517,,,
81.496,,,
81.517,,,
81.455,,,
81.476,,,
81.455,,,
81.434,,,
81.434,,,
81.434,,,
81.393,,,
81.352,,,
81.373,,,
81.373,,,
81.29,,,
81.29,,,
81.207,,,
81.249,,,
81.166,,,
81.166,,,
81.104,,,
81.001,,,
80.8875,,,
80.774,,,
80.465,,,
80.341,,,
80.197,,,
80.052,,,
80.052,,,
79.908,,,
79.846,,,
79.846,,,
79.805,,,
79.846,,,
79.846,,,
79.825,,,
79.846,,,
79.887,,,
79.887,,,
79.908,,,
79.929,,,
79.929,,,
79.99,,,
79.99,,,
80.052,,,
80.094,,,
80.094,,,
80.094,,,
80.197,,,
80.155,,,
80.217,,,
80.238,,,
80.341,,,
80.3,,,
80.32,,,
80.382,,,
80.403,,,
80.424,,,
80.485,,,
80.465,,,
80.506,,,
80.547,,,
80.589,,,
80.589,,,
80.63,,,
80.692,,,
80.692,,,
80.774,,,
80.795,,,
80.816,,,
80.877,,,
80.877,,,
80.877,,,
80.96,,,
80.919,,,
81.001,,,
81.022,,,
81.022,,,
81.063,,,
81.125,,,
81.104,,,
81.146,,,
81.207,,,
81.228,,,
81.207,,,
81.269,,,
81.373,,,
81.352,,,
81.373,,,
81.496,,,
81.496,,,
81.476,,,
81.558,,,
81.538,,,
81.599,,,
81.62,,,
81.641,,,
81.661,,,
81.703,,,
81.703,,,
81.785,,,
81.785,,,
81.826,,,
81.847,,,
81.909,,,
81.991,,,
81.95,,,
82.012,,,
82.053,,,
82.094,,,
82.053,,,
82.115,,,
82.198,,,
82.26,,,
82.239,,,
82.26,,,
82.301,,,
82.301,,,
82.342,,,
82.363,,,
82.425,,,
82.445,,,
82.445,,,
82.466,,,
82.487,,,
82.507,,,
82.487,,,
82.569,,,
82.528,,,
82.59,,,
82.61,,,
82.61,,,
82.631,,,
82.672,,,
82.652,,,
82.693,,,
82.734,,,
82.693,,,
82.734,,,
82.775,,,
82.796,82.78444444,80.75308919,
82.796,,,
82.837,,,
82.837,,,
82.858,,,
82.858,,,
82.837,,,
82.858,,,
82.817,,,
82.858,,,
82.817,,,
82.775,,,
82.817,,,
82.796,,,
82.713,,,
82.713,,,
82.693,,,
82.672,,,
82.652,,,
82.59,,,
82.672,,,
82.631,,,
82.631,,,
82.672,,,
82.672,,,
82.61,,,
82.548,,,
82.528,,,
82.404,,,
82.321,,,
82.218,,,
82.033,,,
81.847,,,
81.723,,,
81.558,,,
81.455,,,
81.269,,,
81.249,,,
81.166,,,
81.084,,,
81.084,,,
81.084,,,
81.084,,,
81.084,,,
81.146,,,
81.166,,,
81.166,,,
81.187,,,
81.269,,,
81.269,,,
81.228,,,
81.331,,,
81.373,,,
81.393,,,
81.373,,,
81.414,,,
81.476,,,
81.517,,,
81.538,,,
81.558,,,
81.62,,,
81.62,,,
81.641,,,
81.682,,,
81.744,,,
81.723,,,
81.785,,,
81.764,,,
81.806,,,
81.826,,,
81.868,,,
81.909,,,
81.909,,,
81.971,,,
81.95,,,
82.033,,,
81.991,,,
82.074,,,
82.115,,,
82.136,,,
82.218,,,
82.218,,,
82.239,,,
82.28,,,
82.342,,,
82.321,,,
82.404,,,
82.466,,,
82.445,,,
82.487,,,
82.548,,,
82.548,,,
82.59,,,
82.59,,,
82.652,,,
82.672,,,
82.734,,,
82.734,,,
82.817,,,
82.837,,,
82.899,,,
82.899,,,
82.92,,,
82.961,,,
82.982,,,
83.044,,,
83.064,,,
83.064,,,
83.126,,,
83.147,,,
83.188,,,
83.25,,,
83.25,,,
83.27,,,
83.312,,,
83.312,,,
83.374,,,
83.415,,,
83.477,,,
83.477,,,
83.539,,,
83.601,,,
83.621,,,
83.662,,,
83.662,,,
83.642,,,
83.683,,,
83.724,,,
83.745,,,
83.745,,,
83.766,,,
83.786,,,
83.786,,,
83.807,,,
83.869,,,
83.869,,,
83.848,,,
83.848,,,
83.869,,,
83.848,,,
83.972,,,
83.972,,,
83.972,,,
83.972,,,
83.951,,,
84.013,,,
84.034,84.03144444,82.05845503,
84.054,,,
84.075,,,
84.096,,,
84.116,,,
84.096,,,
84.137,,,
84.075,,,
84.034,,,
84.054,,,
84.013,,,
83.972,,,
83.972,,,
83.931,,,
84.013,,,
83.972,,,
83.972,,,
83.889,,,
83.91,,,
83.91,,,
83.951,,,
83.972,,,
83.972,,,
83.91,,,
83.869,,,
83.869,,,
83.786,,,
83.662,,,
83.539,,,
83.394,,,
83.25,,,
83.064,,,
82.94,,,
82.796,,,
82.734,,,
82.652,,,
82.548,,,
82.487,,,
82.425,,,
82.383,,,
82.425,,,
82.404,,,
82.466,,,
82.445,,,
82.445,,,
82.487,,,
82.487,,,
82.466,,,
82.507,,,
82.569,,,
82.548,,,
82.61,,,
82.631,,,
82.631,,,
82.672,,,
82.734,,,
82.713,,,
82.817,,,
82.796,,,
82.817,,,
82.899,,,
82.899,,,
82.92,,,
82.92,,,
82.961,,,
82.982,,,
83.064,,,
83.044,,,
83.105,,,
83.085,,,
83.105,,,
83.147,,,
83.167,,,
83.188,,,
83.229,,,
83.229,,,
83.27,,,
83.332,,,
83.291,,,
83.374,,,
83.353,,,
83.415,,,
83.477,,,
83.497,,,
83.559,,,
83.601,,,
83.58,,,
83.662,,,
83.642,,,
83.704,,,
83.745,,,
83.807,,,
83.827,,,
83.827,,,
83.889,,,
83.889,,,
83.992,,,
84.013,,,
84.054,,,
84.096,,,
84.137,,0,
84.178,,,
84.158,,,
84.219,,,
84.261,,,
84.302,,,
84.323,,,
84.385,,,
84.323,,,
84.426,,,
84.446,,,
84.488,,,
84.508,,,
84.55,,,
84.57,,,
84.591,,,
84.653,,,
84.694,,,
84.715,,,
84.715,,,
84.715,,,
84.715,,,
84.756,,,
84.859,,,
84.818,,,
84.838,84.83388889,84.73197318,
84.88,,,
84.838,,,
84.88,,,
84.921,,,
84.9,,,
84.859,,,
84.88,,,
84.942,,,
84.921,,,
84.962,,,
84.962,,,
84.962,,,
85.003,,,
85.045,,,
85.045,85.04466667,84.71611905,
85.086,,,
85.086,,,
85.086,,,
85.127,,,
85.127,,,
85.127,,,
85.127,,,
85.065,,,
85.127,,,
85.148,,,
85.127,,,
85.127,,,
85.127,,,
85.148,,,
85.169,,,
85.169,,,
85.189,,,
85.169,,,
85.127,,,
85.189,,,
85.21,,,
85.21,,,
85.189,,,
85.169,,,
85.127,,,
85.127,,,
85.003,,,
84.921,,,
84.818,,,
84.611,,,
84.508,,,
84.323,,,
84.219,,,
84.054,,,
83.91,,,
83.786,,,
83.766,,,
83.724,,,
83.683,,,
83.642,,,
83.704,,,
83.724,,,
83.724,,,
83.724,,,
83.724,,,
83.724,,,
83.766,,,
83.766,,,
83.766,,,
83.786,,,
83.807,,,
83.848,,,
83.827,,,
83.869,,,
83.889,,,
83.889,,,
83.951,,,
83.972,,,
83.972,,,
84.054,,,
84.034,,,
84.034,,,
84.096,,,
84.075,,,
84.137,,,
84.116,,,
84.178,,,
84.199,,,
84.24,,,
84.302,,,
84.261,,,
84.302,,,
84.405,,,
84.343,,,
84.364,,,
84.385,,,
84.467,,,
84.467,,,
84.446,,,
84.529,,,
84.508,,,
84.57,,,
84.632,,,
84.611,,,
84.653,,,
84.632,,,
84.673,,,
84.715,,,
84.756,,,
84.735,,,
84.776,,,
84.838,,,
84.9,,,
84.9,,,
84.942,,,
84.942,,,
84.983,,,
85.024,,,
85.024,,,
85.065,,,
85.127,,,
85.127,,,
85.148,,,
85.189,,,
85.21,,,
85.23,,,
85.251,,,
85.313,,,
85.334,,,
85.416,,,
85.478,,,
85.457,,,
85.457,,,
85.519,,,
85.602,,,
85.622,,,
85.622,,,
85.705,,,
85.705,,,
85.726,,,
85.746,,,
85.746,,,
85.787,,,
85.87,,,
85.829,,,
85.911,,,
85.911,,,
85.953,,,
85.953,,,
85.994,,,
85.994,,,
85.973,,,
85.994,,,
86.014,,,
86.035,,,
86.076,,,
86.056,,,
86.097,,,
86.097,,,
86.159,,,
86.159,,,
86.18,,,
86.241,,,
86.221,,,
86.262,,,
86.324,,,
86.303,,,
86.365,,,
86.345,,,
86.365,,,
86.407,86.37922222,84.73151214,
86.407,,,
86.407,,,
86.407,,,
86.407,,,
86.448,,,
86.468,,,
86.489,,,
86.448,,,
86.489,,,
86.51,,,
86.51,,,
86.51,,,
86.489,,,
86.53,,,
86.572,,,
86.53,,,
86.51,,,
86.613,,,
86.489,,,
